date,LOC_cabinet,LOC_drawer,LOC_tray,LOC_locality,LOC_unit,LOC_subunit,LOC_age,minutesTotal,minutesPerIDRehouse,minutesPerCount,minutesPerPaint,minutesPerCatalog,minutesPerLabels,minutesPerNumber,lotsProcessed,lotsRehoused,lotsIdentified,lotsReidentified
2018-05-03,204,06,2 of 4,10761,Redding,,Turonian,0.61,1.9,NA,0.2,1.9,0.6,NA,8,3,4,3
2018-05-03,204,06,3 of 4,10761,Redding,,Turonian,0.426,1.5,NA,0.2,0.6,0.2,0.1,10,6,8,2
2018-05-03,204,06,4 of 4,10761,Redding,,Turonian,0.297,5,NA,NA,0.6,0.3,NA,3,0,3,0
2018-05-04,204,07,1 of 2,12539,Redding,,Turonian,1.37,1.4,NA,NA,0.7,0.3,NA,34,0,34,0
2018-05-04,204,07,2 of 2,10789,Redding,,Turonian,3.3499999999999996,1.7,NA,0.5,0.6,2.3,0.5,36,30,17,7
2018-06-12,204,08,1 of 3,10740,Redding,,"Turonian, Santonian",2.51,1.9,NA,0.5,1.9,0.3,0.2,31,17,17,9
2018-06-12,204,08,2 of 3,10738,Redding,,"Turonian, Santonian",1.76,2.1,NA,0.1,1.1,0.4,0.1,28,11,10,11
2018-06-12,204,08,3 of 3,"10738, 10739, 10740, 28714",Redding,,"Turonian, Santonian",0.81,1.1,NA,0.1,1.1,0.3,0.1,18,2,11,7
2018-06-13,204,09,1 of 3,10738,Redding,,"Turonian, Santonian",0.8200000000000001,4.3,NA,NA,2.1,0.6,NA,7,2,6,0
2018-06-13,204,09,2 of 3,10738,Redding,,"Turonian, Santonian",1.1320000000000001,1.4,NA,0,1.4,0.3,0,21,1,20,0
2018-06-13,204,09,3 of 3,10738,Redding,,"Turonian, Santonian",2.16,0.9,NA,0.1,1.2,0.3,0.1,50,2,50,0
2018-06-13,204,10,1 of 3,10738,Redding,,"Turonian, Santonian",0.996,1,NA,0.2,1,0.2,0,24,3,24,0
2018-06-13,204,10,2 of 3,10738,Redding,,"Turonian, Santonian",2.2560000000000002,1.6,NA,0,1.2,0.5,0,41,6,41,0
2018-06-13,204,10,3 of 3,10738,Redding,,"Turonian, Santonian",3.596,1.7,NA,0.1,1.1,1.1,0,54,6,49,2
2018-06-14,204,11,1 of 1,24214,Redding,,Turonian,3.37,1.8,NA,0.6,1.2,0.2,0.2,49,37,19,16
2018-06-16,205,01,1 of 3,24658,Redding,,Turonian,1.3,1.2,NA,0.1,1.4,0.2,0.2,24,17,5,6
2018-06-16,205,01,2 of 3,10818,Redding,,Turonian,1.03,1.4,NA,NA,1.3,0.2,NA,21,2,13,0
2018-05-01,205,01,3 of 3,"10815, 10814, 10867",Redding,,Turonian,2.61,2.3,NA,0.5,0.7,0.6,0.7,33,38,10,16
2018-06-16,205,02,1 of 2,29929,Redding,,Turonian,0.36,0.9,NA,NA,0.8,0.2,NA,11,0,11,0
2018-06-16,205,02,2 of 2,"24651, 24105",Redding,,Turonian,1.54,1.5,NA,0.3,0.5,0.2,0.5,31,18,17,5
2018-06-19,205,03,1 of 3,24652,Redding,,"Turonian, Santonian",2.39,1.2,NA,0.3,0.9,0.2,0.2,52,19,39,5
2018-06-19,205,03,2 of 3,"24649, 24650",Redding,,"Turonian, Santonian",0.65,1.3,NA,0.3,0.8,0.3,NA,14,10,6,3
2018-06-16,205,03,3 of 3,"10915, 10916, 10917",Redding,,"Turonian, Santonian",0.75,2.1,NA,NA,1.2,0.2,NA,13,1,13,0
2018-06-16,205,04,2 of 2,24654,Redding,,Turonian,0.99,1.8,NA,0.3,1.2,0.2,0.1,17,12,5,7
2018-06-20,205,05,3 of 4,10728,Redding,,"Turonian, Santonian",1.59,1,NA,0.3,0.9,0.2,0.3,35,23,21,5
2018-06-20,205,05,4 of 4,"10726, 10727",Redding,,"Turonian, Santonian",2.4699999999999998,1.8,NA,0.4,0.9,0.3,0.4,40,30,14,11
2018-05-04,205,05,2 of 4,"10729, 10730",Redding,,"Turonian, Santonian",3.6,2.1,0.6,0.4,0.6,0.4,0.2,50,0,0,0
2018-05-02,205,05,1 of 4,10808,Redding,,"Turonian, Santonian",2.6100000000000003,3.2,NA,0.2,0.7,0.7,0.5,30,24,8,18
2017-10-06,205,06,1 of 2,10735,Redding,,Turonian,3.75,3.5,1.7,0.6,1.2,1.2,0.6,26,30,6,11
2018-06-22,205,06,2 of 3,"10736, 10737",Redding,,Turonian,2.32,1.4,NA,0.3,0.8,0.2,0.4,44,32,13,16
2018-06-22,205,06,3 of 3,10733,Redding,,Turonian,2.16,1.3,NA,0.3,1.2,0.3,0.3,39,17,19,9
2018-06-22,205,09,1 of 4,"10747, 10785, 10748",Redding,,Turonian,1.85,1.5,NA,0.5,0.8,0.3,0.6,31,23,9,9
2018-06-22,205,09,2 of 4,10746,Redding,,Turonian,1.31,1.6,NA,0.2,0.6,0.2,0.2,28,21,7,13
2018-06-22,205,09,3 of 4,10749,Redding,,Turonian,1.81,1.8,NA,0.1,0.9,0.4,0.1,34,8,24,6
2018-06-22,205,09,4 of 4,"10744, 10745",Redding,,Turonian,1.68,1.4,NA,0.3,0.9,0.3,0.2,33,23,17,8
2018-07-03,205,10,1 of 2,24213,Redding,,"Turonian, Coniacian",1.73,1.5,NA,0.2,1,0.2,0.5,31,21,15,9
2018-07-03,205,10,2 of 2,"12566, 26053, 25487",Redding,,"Turonian, Coniacian",0.54,1.5,NA,NA,1.5,0.2,NA,10,1,10,0
2018-07-05,205,11,1 of 4,10754,Redding,,Turonian,2.91,1.6,NA,0.4,1.9,0.2,0.1,41,12,36,0
2018-07-05,205,11,2 of 4,25421,Redding,,Turonian,3.06,2.7,NA,NA,1,0.2,0.2,44,20,44,0
2018-07-05,205,11,3 of 4,25421,Redding,,Turonian,3.34,2.1,NA,1,3.6,NA,0.2,29,14,20,0
2018-07-05,205,11,4 of 4,25421,Redding,,Turonian,3.61,1.5,NA,0.3,2.2,0.2,0.3,48,41,35,2
2018-07-06,205,12,1 of 3,10754=25421,Redding,,Turonian,1.2,1.4,NA,NA,1.4,NA,NA,26,1,25,2
2018-07-05,205,12,2 of 3,10754=25421,Redding,,Turonian,0.37,1.3,NA,NA,1.3,0.2,NA,8,0,8,0
2018-07-07,205,12,3 of 3,10754=25421,Redding,,Turonian,1.73,1.3,NA,0.4,1.1,0.5,0.4,28,19,15,8
2018-06-26,206,01,1 of 1,15802,Redding,,Turonian,0.486,1.8,NA,NA,1,0.1,NA,10,0,10,0
2017-09-29,206,02,1 of 2,"10742, 10743",Redding,Frazier Siltstone,Turonian,6,5.9,0.7,0.4,0.7,0.7,0.4,41,39,0,29
2018-06-26,206,03,1 of 3,15803,Redding,,Turonian,0.388,2.5,NA,0.2,0.9,0.2,0.2,6,2,5,1
2018-06-26,206,03,2 of 3,"10765, 10766",Redding,,Turonian,1.03,1.1,NA,0.2,0.7,0.9,NA,21,6,12,2
2018-06-26,206,03,3 of 3,24655,Redding,,Turonian,0.47200000000000003,2.3,NA,0.1,1.5,NA,0.1,7,2,3,1
2018-06-27,206,04,1 of 2,15839,Redding,,"Turonian, Santonian",1.84,2,NA,0.5,1,0.2,NA,30,20,24,2
2018-06-27,206,04,1 of 2,28802,Redding,,"Turonian, Santonian",0.486,4.5,NA,NA,2.6,0.2,NA,4,0,4,0
2018-06-29,206,06,1 of 3,24365,Redding,,Turonian,1.65,2.1,NA,0.2,0.4,0.5,0.3,28,11,25,3
2018-06-27,206,05,3 of 3,"24210, 24211",Redding,,"Turonian, Coniacian",1.22,0.8,NA,0.4,0.5,0.6,0.3,28,18,11,15
2018-06-27,206,05,2 of 3,24212,Redding,,Turonian,1.3699999999999999,1.8,NA,0.4,0.6,0.6,NA,24,13,8,8
2018-06-29,206,06,1 of 3,24365,Redding,,Turonian,4.32,2.3,NA,0.2,0.9,0.2,0.3,66,37,37,18
2018-06-30,206,06,2 of 3,24365,Redding,,Turonian,1.832,1.2,NA,0,0.6,0.3,0,52,1,52,0
2018-06-28,206,06,3 of 3,24365,Redding,,Turonian,1.51,1.3,NA,0.3,0.4,0.5,0.1,35,0,33,1
2018-07-06,206,08,1 of 3,"10750, 10751",Redding,,"Turonian, Coniacian, Santonian",1.9,1.5,NA,NA,3,1,0.2,20,15,4,9
2018-07-06,206,08,2 of 3,"10752, 10753",Redding,,"Turonian, Coniacian, Santonian",1.51,1.2,NA,0.2,1,0.5,0.2,30,20,3,21
2018-07-06,206,09,1 of 1,15736,Redding,,Turonian,1.85,1.2,NA,NA,0.8,0.8,0.1,38,16,35,1
2018-07-12,213,02,1 of 3,"15871, 24331",Redding,,"Turonian, Coniacian, Santonian",0.6,1.2,NA,NA,0.7,0.3,NA,16,0,16,0
2018-07-12,213,02,2 of 3,"28721, 28718",Redding,,"Turonian, Coniacian, Santonian",1.2,2.5,NA,0.1,1,0.3,0.1,18,5,16,0
2018-07-12,213,02,3 of 3,"24321, 28720",Redding,,"Turonian, Coniacian, Santonian",0.756,1.5,NA,0.1,0.9,0.3,0.1,16,2,16,0
2018-07-12,213,07,1 of 1,15754,Redding,,Santonian,2.36,2,NA,0.1,0.9,0.3,0.3,39,20,38,0
2018-07-12,213,08,1 of 2,26005,Redding,,"Turonian, Santonian",0.24,0.8,NA,0.5,0.8,0.3,NA,6,0,6,6
2018-07-12,213,08,2 of 2,26005,Redding,,"Turonian, Santonian",1.24,2.1,NA,NA,0.9,0.2,0.1,23,6,23,23
2018-07-13,213,10,1 of 2,24105,Redding,,"Turonian, Santonian",1.27,1.3,NA,0.5,1,0.2,0.1,25,9,25,0
2018-07-13,213,10,2 of 2,26004,Redding,,"Turonian, Santonian",0.13,2,NA,NA,0.6,NA,NA,3,1,3,0
2018-07-14,213,11,1 of 2,24078,Redding,,"Turonian, Coniacian, Santonian",1.1,2.1,NA,0.3,0.9,0.3,0.3,17,14,17,0
2018-07-14,213,11,2 of 2,"24223, 28726, 28727, 24323",Redding,,"Turonian, Coniacian, Santonian",0.85,1.8,NA,0.4,1.4,0.1,0.2,13,8,13,0
2018-08-04,214,02,1 of 3,24328,Redding,,"Turonian, Santonian",1.7,1.6,NA,0.1,0.7,0.3,0.3,34,17,34,0
2018-08-04,214,02,2 of 3,"24648, 27098",Redding,,"Turonian, Santonian",2.85,2.7,NA,0.3,0.8,0.3,0.4,39,29,39,0
2018-08-07,214,02,3 of 3,24648,Redding,,"Turonian, Santonian",3.19,2.1,NA,0.4,0.9,0.2,0.2,51,44,51,0
2018-08-04,214,04,1 of 3,10843,Redding,,"Turonian, Coniacian, Santonian",1.03,1.4,NA,0.2,0.8,0.2,0.5,20,14,20,0
2018-08-07,214,04,2 of 3,"25432, 23369",Redding,,"Turonian, Coniacian, Santonian",0.632,1.1,NA,0.1,0.8,0.3,0.1,17,5,17,0
2018-08-04,214,04,3 of 3,"10914, 28719",Redding,,"Turonian, Coniacian, Santonian",1.22,2.4,NA,0.1,0.9,0.3,0.3,19,5,19,0
2018-08-02,214,07,1 of 2,24105,Redding,,"Turonian, Santonian",1.0999999999999999,1.6,NA,0.1,0.8,0.2,0.2,22,12,21,0
2018-08-02,214,07,2 of 2,"24079, 24080",Redding,,"Turonian, Santonian",1.12,1.3,NA,0.1,0.9,0.4,0.2,23,16,22,0
2018-08-02,214,08,1 of 2,25388,Redding,,"Turonian, Santonian",2.19,1.4,NA,0.1,0.8,0.8,0.4,39,15,39,0
2018-08-02,214,08,2 of 2,"8136, 29214, 29213, 29211, 25388",Redding,,"Turonian, Santonian",1.23,1,NA,0.1,1,0.3,0.1,31,2,31,0
2018-08-13,214,10,1 of 2,26014,Redding,,"Turonian, Santonian",1.25,1.1,NA,0.1,0.9,0.5,NA,29,4,29,0
2018-08-13,214,10,2 of 2,"26006, 26007, 28728",Redding,,"Turonian, Santonian",0.352,1.2,NA,0.1,NA,0.3,0.1,13,3,13,0
2018-08-13,214,11,1 of 2,"25391, 25392, 25389, 25395",Redding,,"Turonian, Santonian",0.532,1.2,NA,0.1,NA,1.2,0.1,13,2,13,0
2018-08-13,214,11,2 of 2,24336,Redding,,"Turonian, Santonian",0.8,0.8,NA,0.2,2.5,0.2,0.3,12,4,12,0
2018-08-13,214,12,1 of 2,10937,Redding,,"Turonian, Coniacian, Santonian",1.07,1.1,NA,0.2,0.9,0.2,0.5,22,18,22,0
2018-08-13,214,12,2 of 2,"10936, 19037, 10938, 10935",Redding,,"Turonian, Coniacian, Santonian",0.95,1,NA,0.2,NA,0.3,0.4,31,20,31,0
2018-08-11,215,02,1 of 3,23953,Redding,,"Turonian, Coniacian, Santonian",0.39,1.7,NA,NA,0.7,0.3,NA,9,2,3,6
2018-08-11,215,02,2 of 3,23953,Redding,,"Turonian, Coniacian, Santonian",1.6400000000000001,1.7,NA,0.2,0.4,0.2,0.3,36,24,34,1
2018-08-11,215,02,3 of 3,"24245, 24218",Redding,,"Turonian, Coniacian, Santonian",1.28,1.2,NA,0.2,1.2,0.2,0.2,26,16,21,0
2018-07-24,215,03,1 of 2,24334,Redding,,"Turonian, Santonian",0.98,1.4,NA,0,1.1,0.2,NA,21,1,21,0
2018-07-25,215,04,1 of 2,"10909, 10913",Redding,,"Turonian, Santonian",0.452,2.5,NA,0.2,1.7,NA,0.2,6,2,5,0
2018-07-24,215,04,2 of 2,"25394, 25393",Redding,,"Turonian, Santonian",1.05,1.7,NA,0.1,1.5,0.3,NA,18,3,18,0
2018-07-24,215,05,1 of 2,"10822, 10825",Redding,,"Turonian, Coniacian, Santonian",1.04,1.8,NA,0.1,1.2,0.3,NA,18,12,16,0
2018-07-24,215,05,2 of 2,"24248, 10828",Redding,,"Turonian, Coniacian, Santonian",1.5,2.2,NA,0.2,1.5,0.2,NA,22,16,19,1
2018-05-09,217,03,1 of 4,23615,Chico,,Coniacian,2.68,2.8,NA,0.5,1.2,0.4,0.7,29,30,10,7
2018-05-05,217,03,2 of 4,"23616, 23617, 59556",Chico,,Coniacian,2.42,2.7,NA,0.5,0.3,0.5,0.5,33,29,7,9
2018-05-10,217,03,3 of 4,10846,Chico,,Coniacian,2.83,3,NA,0.7,1,0.7,0.3,30,27,13,3
2018-05-10,217,03,4 of 4,23616,Chico,,Coniacian,1.646,3.9,NA,0.3,0.6,0.3,0.1,19,3,19,0
2018-05-09,217,07,1 of 3,26967,Tuna Canyon,Member B,Coniacian,5.34,4.2,NA,0.2,0.8,0.2,0.3,57,37,35,12
2018-05-09,217,07,3 of 3,26997,Tuna Canyon,,Coniacian,1.47,1.8,NA,0.1,2.6,0.6,0.1,17,11,16,0
2018-07-11,217,10,1 of 4,10755,Redding,,"Turonian, Coniacian, Santonian",1.77,1.5,NA,NA,0.5,1.1,0.2,33,16,26,2
2018-07-11,217,10,2 of 4,10756,Redding,,"Turonian, Coniacian, Santonian",2.24,1.9,NA,0.5,2.4,0.4,0.2,25,23,20,1
2018-07-11,217,10,3 of 4,"10755, 10757, 10844, 15760",Redding,,"Turonian, Coniacian, Santonian",1.72,1.7,NA,0.2,1.1,0.4,0.4,28,18,16,11
2018-07-11,217,10,4 of 4,10758,Redding,,"Turonian, Coniacian, Santonian",1.92,1.9,NA,NA,2.5,0.4,NA,24,17,7,3
2018-07-21,218,07,1 of 2,15786,Redding,,Coniacian,0.336,1.1,NA,0.1,0.5,0.5,NA,9,1,9,0
2018-07-21,218,07,2 of 2,17178,Redding,,Coniacian,0.8300000000000001,1.9,NA,0.1,1.7,0.4,0.1,12,2,10,1
2018-07-18,218,08,1 of 2,10817,Redding,,Coniacian,2.1300000000000003,2.8,NA,0.2,2.1,0.3,0.2,23,19,14,3
2018-07-16,218,08,2 of 2,10817,Redding,,Coniacian,2.64,2.2,NA,0.3,1.3,0.3,0.4,35,34,26,7
2018-07-18,218,09,1 of 3,10816,Redding,,Coniacian,2.03,1.9,NA,0.1,0.8,0.4,0.1,36,18,34,2
2018-07-18,218,09,2 of 3,10816,Redding,,Coniacian,1.71,1.5,NA,0.1,0.6,0.1,0.2,41,9,32,4
2018-07-18,218,09,3 of 3,10816,Redding,,Coniacian,0.4,3,NA,NA,2.6,0.4,NA,4,2,0,4
2018-07-18,218,09,3 of 3,10816,Redding,,Coniacian,0.71,1,NA,NA,0.9,0.3,NA,19,0,11,8
2018-07-19,218,10,1 of 2,10816,Redding,,Coniacian,1.71,1.5,NA,0.1,2.7,0.3,0.1,22,3,17,0
2018-07-19,218,10,2 of 2,10816,Redding,,Coniacian,1.81,2.2,NA,0.2,0.9,0.4,NA,30,8,23,1
2018-07-19,218,11,1 of 4,10816,Redding,,Coniacian,1.75,1.4,NA,0.3,0.6,0.8,NA,34,26,22,4
2018-07-19,218,11,2 of 4,10816,Redding,,Coniacian,1.91,1.9,NA,0.2,0.9,0.5,0.1,32,11,26,1
2018-07-20,218,11,3 of 4,10816,Redding,,Coniacian,1.98,2.1,NA,0.4,0.7,0.3,0.7,28,25,12,11
2018-07-20,218,11,4 of 4,10816,Redding,,Coniacian,2.75,2,NA,0.3,1.5,0.4,NA,39,23,26,14
2018-07-20,218,12,1 of 1,10816,Redding,,Coniacian,2.01,1.2,NA,0.1,0.6,0.3,0.2,48,17,44,1
2018-07-25,219,01,1 of 2,10826,Redding,,Coniacian,0.64,1,NA,NA,0.8,0.2,NA,19,0,7,6
2018-07-25,219,01,2 of 2,10827,Redding,,Coniacian,1.8900000000000001,1.4,NA,0.1,0.6,0.3,0.2,42,2,30,5
2018-07-27,219,02,1 of 4,24104,Redding,,Coniacian,2.88,2.2,NA,0.1,1,0.2,0.1,47,29,37,1
2018-07-27,219,02,2 of 4,24104,Redding,,Coniacian,2.2560000000000002,1.8,NA,0,0.7,0.2,NA,51,16,49,2
2018-07-27,219,02,3 of 4,24104,Redding,,Coniacian,1.07,0.5,NA,0.1,0.8,0.3,0.1,33,7,31,0
2018-07-27,219,02,4 of 4,10942,Redding,,Coniacian,1.9000000000000001,1.1,NA,NA,0.6,0.4,0,55,10,55,0
2018-07-28,219,03,1 of 1,26934,Redding,,"Coniacian, Santonian",0.91,1.4,NA,NA,1,0.3,0.1,20,4,19,0
2018-07-28,219,04,1 of 3,10823,Redding,,Coniacian,1.26,1.2,NA,0.2,0.6,0.6,0.4,24,19,6,7
2018-07-28,219,04,2 of 3,8133,Redding,,Coniacian,1.41,0.9,NA,0.2,0.7,1.4,0.7,21,16,16,1
2018-07-28,219,04,3 of 3,8133,Redding,,Coniacian,0.85,1,NA,NA,0.7,0.7,NA,21,10,21,0
2018-07-08,220,03,1 of 4,"10829, 10830",Redding,,"Turonian, Coniacian, Santonian",1.83,1.2,NA,0.1,0.8,0.4,0.4,39,29,35,2
2018-07-08,220,03,2 of 4,10821,Redding,,"Turonian, Coniacian, Santonian",1.47,1.4,NA,0.2,0.8,0.3,0.2,32,20,25,2
2018-07-08,220,03,3 of 4,"10831, 15343",Redding,,"Turonian, Coniacian, Santonian",1.37,1,NA,0.1,0.5,0.3,0.3,37,34,32,0
2018-07-08,220,03,4 of 4,"24324, 16666",Redding,,"Turonian, Coniacian, Santonian",1.717,1.5,NA,0,0.4,0.2,0.4,40,29,36,0
2018-08-11,220,04,1 of 3,10807,Redding,,"Turonian, Coniacian, Santonian",1.2,1.5,NA,0.2,1.1,0.2,0.2,22,18,17,0
2018-08-10,220,04,2 of 3,24209,Redding,,"Turonian, Coniacian, Santonian",1.5,1.8,NA,0.3,1.4,0.3,0.3,22,20,17,0
2018-09-11,220,04,3 of 3,24209,Redding,,"Turonian, Coniacian, Santonian",1.9,2.4,NA,0.2,1.4,0.7,0.7,21,14,17,2
2018-08-11,220,06,1 of 1,15768,Redding,,Santonian,0.556,1.1,NA,NA,1.1,0.2,0.1,14,3,10,1
2018-10-10,220,09,1 of 4,10847,Chico,,Santonian,1.8900000000000001,2.9,0.9,0.1,0.9,0.4,0.1,21,9,7,4
2018-05-11,220,09,1 of 4,10849,Chico,,Santonian,1.6300000000000001,1.4,NA,0.8,0.8,0.4,0.6,24,25,2,8
2018-10-10,220,09,2 of 4,"10848, 10852",Chico,,Santonian,2.2600000000000002,2.3,NA,0.2,1.2,0.2,0.3,32,22,7,12
2018-10-10,220,09,3 of 4,10847,Chico,,Santonian,1.55,3.3,NA,0.3,0.8,0.4,0.3,18,10,5,2
2018-10-10,220,09,4 of 4,10847,Chico,,Santonian,2.47,3.8,2.5,0.3,1.9,0.3,0.6,16,17,0,6
2018-05-11,220,10,2 of 4,10851,Chico,,Santonian,3.27,1.7,NA,0.2,1.1,0.5,0.2,53,35,24,7
2018-05-11,220,10,3 of 4,10849,Chico,,Santonian,1.72,2.1,NA,0.9,0.9,0.5,0.5,21,15,3,7
2018-05-10,220,10,4 of 4,10850,Chico,,Santonian,2.16,1.7,NA,0.4,0.6,0.6,0.4,36,6,7,7
2018-10-11,220,11,1 of 2,"28782, 28783",Chico,,Santonian,0.66,1.3,NA,NA,1,0.3,NA,15,0,3,10
2018-10-11,220,11,2 of 2,,Chico,,Santonian,0.55,0.9,NA,NA,0.6,0.6,NA,16,0,16,0
2018-10-11,220,12,1 of 4,"23618, 23619",Chico,,"Coniacian, Santonian, Campanian",1.77,1.7,NA,NA,0.9,0.5,0.2,33,20,2,8
2018-10-11,220,12,2 of 4,"23619, 23621, 23620",Chico,,"Coniacian, Santonian, Campanian",1.46,1.6,NA,0.4,1.2,0.2,0.1,25,12,4,6
